ID Immagine	Testo Naturale	Testo Generato	Correzione Testo Generato	Error Type	Language	image_activity	image_object	image_context	Processed Text	Translated Text	gender_label	old_ID_img
3eaf9da4-9f05-42df-9f30-01e78eb4a8d0	From its towering natural rock formations to its ancient Nabataean monuments, AlUla is home to some of Saudi’s most incredible wonders! Come and see it for yourself!	a truck that is sitting in the dirt	a truck in the desert	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	towering natural rock formation ancient nabataean monument alula home saudi incredible wonder come see	towering natural rock formation ancient nabataean monument alula home saudi incredible wonder come see	No_human	n250124VisitSaudi_img_6.png
d7a10bef-af4f-4cc4-a8a1-cc9b07f0e214	Are you a desert, mountain or sea person? Do you prefer the wild dunes, refreshing hikes or the cool waves? Well you don’t have to choose when visiting Saudi! From the desert adventures in Riyadh to the mountain landscapes of Aseer to the crystal blue waters of Jeddah - you can do it all!	a small boat floating on top of a body of water	a small boat floating on top of a body of water	No Error	en	not_analyzed	not_analyzed	not_analyzed	desert mountain sea person prefer wild dune refreshing hike cool wave well dont choose visiting saudi desert adventure riyadh mountain landscape aseer crystal blue water jeddah	desert mountain sea person prefer wild dune refreshing hike cool wave well dont choose visiting saudi desert adventure riyadh mountain landscape aseer crystal blue water jeddah	No_human	n250124VisitSaudi_img_7.png
d814941c-d149-47bf-97bc-abab2849ac66	For the ultimate 2024 travel bucket list, make sure to include stops at Saudi’s awe-inspiring @UNESCO World Heritage Sites - Diriyah, Farasan Islands, Hegra (AlUla), Al Ahsa Oasis, Hima Rock Art and Jeddah Al Balad	a woman is reading a book in front of a sign	a woman from behind and a text	Recognition Error	en	no_action	miscellaneous	nature	ultimate travel bucket list make sure include stop saudi aweinspiring unesco world heritage site diriyah farasan island hegra alula al ahsa oasis hima rock art jeddah al balad	ultimate travel bucket list make sure include stop saudi aweinspiring unesco world heritage site diriyah farasan island hegra alula al ahsa oasis hima rock art jeddah al balad	female	n250124VisitSaudi_img_8.png
d5336571-e28b-454b-b429-7e639411140e	Wishing you a Happy New Year filled with exciting journeys, unforgettable destinations, and countless new horizons to explore! 🎊🎉	a lit up clock on a night sky	a lit up clock on a night sky	No Error	en	not_analyzed	not_analyzed	not_analyzed	wishing happy new year filled exciting journey unforgettable destination countless new horizon explore	wishing happy new year filled exciting journey unforgettable destination countless new horizon explore	No_human	n250124VisitSaudi_img_9.png
cf2c784f-803a-4b27-96c4-82af3ea1bfac	The atmosphere of Abha is out of this world, with its incredible nature, delicious flavours and beautiful cultural destinations - why not book your trip today?	a man walking down a sidewalk next to a tree	a man walking down a sidewalk next to a tree	No Error	en	sportive	nature&environment	nature	atmosphere abha world incredible nature delicious flavour beautiful cultural destination book trip today	atmosphere abha world incredible nature delicious flavour beautiful cultural destination book trip today	male	n250124VisitSaudi_img_10.png
52bad257-5099-4028-b1de-25c8dbf005e4	Witnessing #SnowingInSaudi's Breathtaking Magic ❄️✨ Snow-capped mountains north of Saudi captivate. Embrace the enchanting season! ❄️😍	a mountain range with a sign on it	a mountain range with a text	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	witnessing snowinginsaudis breathtaking magic snowcapped mountain north saudi captivate embrace enchanting season	witnessing snowinginsaudis breathtaking magic snowcapped mountain north saudi captivate embrace enchanting season	No_human	n250124VisitSaudi_img_11.png
9e690f4b-1c39-4160-924b-46e586a66e75	The possibilities are endless when it comes to what you can see and experience during a trip to Riyadh. From the city to the desert, you will be surrounded by history, nature, innovation and entertainment!	a city with tall buildings and skyscrapers	a city with tall buildings and skyscrapers	No Error	en	not_analyzed	not_analyzed	not_analyzed	possibility endless come see experience trip riyadh city desert surrounded history nature innovation entertainment	possibility endless come see experience trip riyadh city desert surrounded history nature innovation entertainment	No_human	n250124VisitSaudi_img_12.png
065dfe4e-64e0-420b-b2f7-e1e02a6671e0	Whether you prefer galloping over the desert dunes or chasing the waves on the beach, in Saudi you can do both. Book your horse riding experience via the link in the bio.	people riding horses on top of a body of water	people riding horses on top of a body of water	No Error	en	not_analyzed	not_analyzed	not_analyzed	whether prefer galloping desert dune chasing wave beach saudi book horse riding experience via link bio	whether prefer galloping desert dune chasing wave beach saudi book horse riding experience via link bio	mixed	n250124VisitSaudi_img_13.png
35494fef-da6e-45bf-9b32-4d8d8c7e9e4b	Photo by Visit Saudi in AlUla, Saudi Arabia. May be an image of 4 people, camel, motorcycle, jeep, dune buggy, Uluru and text.	a horse standing on top of a dirt road	a jeep on a desert road	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	photo visit saudi alula saudi arabia may image people camel motorcycle jeep dune buggy uluru text	photo visit saudi alula saudi arabia may image people camel motorcycle jeep dune buggy uluru text	No_human	n250124VisitSaudi_img_14.png
810accfb-106c-47b5-8d41-537e4c99abe9	For their final stop, join Omar and Aya as they follow in the footsteps of the ancients in Souk Al Zal and walk the streets of Riyadh, experiencing the rich history of its sights and the warm welcome of its people	a man and a woman standing next to each other	a young boy and young a girl standing next to each other	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	final stop join omar aya follow footstep ancient souk al zal walk street riyadh experiencing rich history sight warm welcome people	final stop join omar aya follow footstep ancient souk al zal walk street riyadh experiencing rich history sight warm welcome people	mixed	n250124VisitSaudi_img_15.png
006cac1a-6a97-41bd-b448-7c934f37dbf9	From the natural beauty of AlUla to the culture of Jeddah, the rich heritage of Madinah to the chic modernity of Riyadh, there is so much to explore across Saudi!	a man standing in front of a stone wall	a woman standing in front of a stone village	Evaluation Error	en	static_position	nature&environment	nature	natural beauty alula culture jeddah rich heritage madinah chic modernity riyadh much explore across saudi	natural beauty alula culture jeddah rich heritage madinah chic modernity riyadh much explore across saudi	female	n250124VisitSaudi_img_16.png
b2ef1d20-eb18-432a-9ce0-1e993a32643e	Photo by Visit Saudi in Tabuk, Saudi Arabia. May be an image of text.	a car parked in front of a rock formation	a car parked in front of a rock formation	No Error	en	not_analyzed	not_analyzed	not_analyzed	photo visit saudi tabuk saudi arabia may image text	photo visit saudi tabuk saudi arabia may image text	No_human	n250124VisitSaudi_img_17.png
e0e01e66-3c16-4841-b1f9-11518a97f831	There is so much to do and see in Riyadh! Start by visiting the heritage sites of Diriyah then head to Boulevard City for a fun day for the entire family!	a man riding a bike next to a woman on a sidewalk	a man next t a woman and a child riding bikes on a sidewalk	Evaluation Error	en	not_analyzed	structures&buildings	not_analyzed	much see riyadh start visiting heritage site diriyah head boulevard city fun day entire family	much see riyadh start visiting heritage site diriyah head boulevard city fun day entire family	mixed	n250124VisitSaudi_img_18.png
b5a45490-8d94-44c7-aacb-3847632f49e2	A journey full of surprises awaits Omar and Aya in their next stop at Al Souda, Aseer; one of the best regions to enjoy the delicious food and breezy weather of Saudi.	two men with surfboards on a hillside	two people hiking	Recognition Error	en	not_analyzed	not_analyzed	not_analyzed	journey full surprise awaits omar aya next stop al souda aseer one best region enjoy delicious food breezy weather saudi	journey full surprise awaits omar aya next stop al souda aseer one best region enjoy delicious food breezy weather saudi	mixed	n250124VisitSaudi_img_19.png
7106bd05-3ab6-4728-963e-86183ee3cb92	We warmly welcomed the world to the FIFA Club World Cup in Jeddah🇸🇦	a crowd of people watching a soccer game	a crowd of people watching a soccer game	No Error	en	not_analyzed	not_analyzed	not_analyzed	warmly welcomed world fifa club world cup jeddah	warmly welcomed world fifa club world cup jeddah	mixed	n250124VisitSaudi_img_20.png
1a01a49f-246f-4447-b5a4-08dbfe48041e	A trip to Aseer is one that promises to be breath-taking from start to finish. This enticing landscape has so much to offer from amazing hikes to historical architecture, lush green nature to delicious traditional flavours.	a woman holding a piece of food in her hands	a woman holding a bowl of food in her hands	Evaluation Error	en	gesture&emotions	miscellaneous	nature	trip aseer one promise breathtaking start finish enticing landscape much offer amazing hike historical architecture lush green nature delicious traditional flavour	trip aseer one promise breathtaking start finish enticing landscape much offer amazing hike historical architecture lush green nature delicious traditional flavour	female	p290124VisitSaudi_img_0.png
fe5b8ac2-d51a-49d4-ae84-b683fde5bfc0	Let your imagination take flight when you enter the enchanting world of Riyadh Season’s Wonder Garden!	a clock tower in the middle of a city	a tower in the middle of a city	Recognition Error	en	not_analyzed	not_analyzed	not_analyzed	let imagination take flight enter enchanting world riyadh season wonder garden	let imagination take flight enter enchanting world riyadh season wonder garden	No_human	p290124VisitSaudi_img_1.png
8b934c60-b89d-4d5a-b299-71b5748ef960	Come and have your breath taken away by the natural and historical wonders of AlUla, this alluring destination is also one of Saudi’s treasured UNESCO World Heritage Sites	a person standing in front of a stone wall	a person standing in front of a stone wall	No Error	en	not_analyzed	not_analyzed	not_analyzed	come breath taken away natural historical wonder alula alluring destination also one saudi treasured unesco world heritage site	come breath taken away natural historical wonder alula alluring destination also one saudi treasured unesco world heritage site	mixed	p290124VisitSaudi_img_2.png
d6f8ddb6-8d74-4285-8566-0ba2bde21b6b	This fantastic video by _anonymized_ shows the type of adventure you can have diving in Yanbu and just a glimpse of its untouched coral reefs and beautiful underwater world	a large amount of water in the middle of a beach	a large amount of water and a seabed	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	fantastic video samyamina show type adventure diving yanbu glimpse untouched coral reef beautiful underwater world	fantastic video samyamina show type adventure diving yanbu glimpse untouched coral reef beautiful underwater world	No_human	p290124VisitSaudi_img_3.png
ba4d2177-5b56-4f48-a867-36440e14a787	The exquisite detailing and unique colour palette of Al Balad’s architecture is just part of the reason it is one of the most visited areas of Jeddah.	a building with a large window and a bunch of windows	a building with a large window and a bunch of windows	No Error	en	not_analyzed	not_analyzed	not_analyzed	exquisite detailing unique colour palette al balads architecture part reason one visited area jeddah	exquisite detailing unique colour palette al balads architecture part reason one visited area jeddah	No_human	p290124VisitSaudi_img_4.png
3989296f-acee-41d3-8443-abf603662762	What a magnificent view over the stunning rock formations of AlUla and the must-visit luxury resort _anonymized_, the ideal place to stay and explore!	a sandy beach with a bunch of rocks on it	a sandy desert with a bunch of rocks on it	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	magnificent view stunning rock formation alula mustvisit luxury resort habitasalula ideal place stay explore	magnificent view stunning rock formation alula mustvisit luxury resort habitasalula ideal place stay explore	No_human	p290124VisitSaudi_img_5.png
0d104934-874e-46fa-b25a-84dd250e6061	At Boulevard World you can take a ride on the world’s largest artificial lake, catch some thrills in the Wonder Garden and explore the vast number of global cultures on display - book your tickets today so you can see it all!	a large display of colorful lights at a carnival	a large exhibition of coloured lights in a funfair	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	boulevard world take ride world largest artificial lake catch thrill wonder garden explore vast number global culture display book ticket today see	boulevard world take ride world largest artificial lake catch thrill wonder garden explore vast number global culture display book ticket today see	No_human	p290124VisitSaudi_img_6.png
b52813bf-1c12-4de8-91d5-f55259ffa998	Now that is what we would call an incredible view! This is why the mountains of Abha are the best place for hiking and sky-high adventures!	a person walking down a hill with a backpack	a person walking down a hill with a backpack	No Error	en	not_analyzed	not_analyzed	not_analyzed	would call incredible view mountain abha best place hiking skyhigh adventure	would call incredible view mountain abha best place hiking skyhigh adventure	mixed	p290124VisitSaudi_img_7.png
196a6a4d-3819-426a-aa35-a7b2528fe0ff	From captivating history to breath-taking entertainment, Diriyah has it all! Make sure to book your trip so you can enjoy exploring the heritage and taking in the fantastic performances over a delicious meal!	a man and a woman walking down a walkway with an umbrella	a man and a woman walking down a walkway of a desert village 	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	captivating history breathtaking entertainment diriyah make sure book trip enjoy exploring heritage taking fantastic performance delicious meal	captivating history breathtaking entertainment diriyah make sure book trip enjoy exploring heritage taking fantastic performance delicious meal	mixed	p290124VisitSaudi_img_8.png
a5e544fd-d699-472c-bc94-af479d7a884b	Come and see what _anonymized_ discovered in Saudi and experience a world beyond your expectations.​	a man jumping in the air with a soccer ball	a man jumping in the air with a soccer ball	No Error	en	sportive	art&entertainment	city	come see leomessi discovered saudi experience world beyond expectation	come see leomessi discovered saudi experience world beyond expectation	male	h010324VisitSaudi_img_0.png
a5610dfa-4f52-45a1-b363-3260e21aec9d	Get ready to be captivated as Saudi opens its doors to tourists from every corner of the world!🌍	a woman standing in front of a green wall	a girl standing	Recognition Error	en	static_position	miscellaneous	nature	get ready captivated saudi open door tourist every corner world	get ready captivated saudi open door tourist every corner world	female	h010324VisitSaudi_img_1.png
e743bef3-160d-423d-b100-92bedb1d2507	"Al Qasr Al Farid which means ""Lonely Castle"" is the largest tomb in AlUla and one of the most photographed, and you can probably see why! This towering structure represents thousands of years of history and is a unique, must-see marvel"	a man standing on top of a sandy beach	a man standing on top of a sandy desert	Evaluation Error	en	static_position	miscellaneous	nature	al qasr al farid mean lonely castle largest tomb alula one photographed probably see towering structure represents thousand year history unique mustsee marvel	al qasr al farid mean lonely castle largest tomb alula one photographed probably see towering structure represents thousand year history unique mustsee marvel	male	h010324VisitSaudi_img_2.png
a0d6e4e4-1a3a-4983-9a9f-9c91fc236386	On your trip to Riyadh don't miss out on the places that make Saudi unique - from our historical sites to our exciting entertainment. Make sure to take it all in!	a stone wall with a statue of a giraffe on top of it	a stone wall with decorations	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	trip riyadh dont miss place make saudi unique historical site exciting entertainment make sure take	trip riyadh dont miss place make saudi unique historical site exciting entertainment make sure take	No_human	h010324VisitSaudi_img_3.png
e1d44471-0228-4120-9876-ccc808482cdf	Welcome to #AlUla – Where the beauty of an ancient oasis awaits, a blend of history, art, and culture. Start your journey now! #VisitSaudi #ExperienceAlUla #ForeverRevitalising	a mountain range with a sky background	a mountain range	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	welcome alula beauty ancient oasis awaits blend history art culture start journey visitsaudi experiencealula foreverrevitalising	welcome alula beauty ancient oasis awaits blend history art culture start journey visitsaudi experiencealula foreverrevitalising	No_human	h010324VisitSaudi_img_4.png
c61b9e7a-fccc-4e27-989d-bcc0178599d6	If you have been looking for a reason to visit AlUla, this mini vlog by _anonymized_ will give you more than one!	a woman sitting at a table in front of a rock formation	a woman sitting at a table in front of a rock formation	No Error	en	static_position	miscellaneous	nature	looking reason visit alula mini vlog bellatheglobetrotter give one	looking reason visit alula mini vlog bellatheglobetrotter give one	female	h010324VisitSaudi_img_5.png
4d99c115-22dd-40bb-a23d-a2c54ce30ed4	There is something so unique about Aseer, with its inviting climate, beautiful landscapes and endless range of activities - Omar and Aya certainly enjoyed their visit - so make sure to follow in their footsteps!	a woman is paddling a paddle boat in the water	a woman is paddling a paddle boat in the water	No Error	en	sportive	nature&environment	nature	something unique aseer inviting climate beautiful landscape endless range activity omar aya certainly enjoyed visit make sure follow footstep	something unique aseer inviting climate beautiful landscape endless range activity omar aya certainly enjoyed visit make sure follow footstep	female	h010324VisitSaudi_img_6.png
a8ec2268-b874-45b6-9cd9-4888921bfa06	Al Asfar Lake is a nature reserve and one of the region’s most important wetland shallow lakes. With its sandy shores and amazing wildlife, it offers the perfect family day out in Al Ahsa!	two young children walking on a beach next to a body of water	two young children walking on a beach next to a body of water	No Error	en	not_analyzed	not_analyzed	not_analyzed	al asfar lake nature reserve one region important wetland shallow lake sandy shore amazing wildlife offer perfect family day al ahsa	al asfar lake nature reserve one region important wetland shallow lake sandy shore amazing wildlife offer perfect family day al ahsa	mixed	h010324VisitSaudi_img_7.png
69edb64f-96f4-4758-a97f-e7e66ec64ba6	This incredible video by _anonymized_ certainly captures the unique landscape of AlGharameel in AlUla and just how majestic its topography is!	a mountain range with rocks and boulders	a mountain range with rocks and boulders	No Error	en	not_analyzed	not_analyzed	not_analyzed	incredible video viahatem certainly capture unique landscape algharameel alula majestic topography	incredible video viahatem certainly capture unique landscape algharameel alula majestic topography	No_human	h010324VisitSaudi_img_8.png
e269bf03-f29e-447c-9018-f8baea69a7a7	No visit to Jeddah is complete without taking a stroll down the streets of AlBalad. Its authentic flavors, smells and sights will take you on a journey through the history of the city!	a city street filled with lots of buildings	a city street filled with lots of buildings	No Error	en	not_analyzed	not_analyzed	not_analyzed	visit jeddah complete without taking stroll street albalad authentic flavor smell sight take journey history city	visit jeddah complete without taking stroll street albalad authentic flavor smell sight take journey history city	No_human	h010324VisitSaudi_img_9.png
ad809ac8-f67f-4321-94fe-3a343f9f36e2	With stops in Jeddah, AlUla and Madinah this is a fantastic snapshot of all that you can get up to even in just a short visit to Saudi. Where would you want to go the most?	a man standing on a dirt road next to a sign	a woman standing on a desert road next to a sign	Evaluation Error	en	static_position	nature&environment	nature	stop jeddah alula madinah fantastic snapshot get even short visit saudi would want go	stop jeddah alula madinah fantastic snapshot get even short visit saudi would want go	female	h010324VisitSaudi_img_10.png
74fce81c-83e4-416f-8a99-a2f1276a0c0d	Here is your reminder to get ready for Rose Season! Starting in March the fragrant beauty of Taif explodes with color and scents, it is the perfect time to visit!	a woman sitting on a flower pot talking on a cell phone	a woman sitting on a flower pot smelling a flower	Evaluation Error	en	static_position	nature&environment	nature	reminder get ready rose season starting march fragrant beauty taif explodes color scent perfect time visit	reminder get ready rose season starting march fragrant beauty taif explodes color scent perfect time visit	female	h010324VisitSaudi_img_11.png
c7155af5-bd19-4ef8-a762-3a1afcec4f40	You won’t believe the amount of adventures you can have on a trip to Tabuk. This diverse region is filled with stunning landscapes and endless activities from hiking the mountain trails to diving in crystal blue waters.	a large body of water with a blue sky	a large body of water with a strip of land	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	wont believe amount adventure trip tabuk diverse region filled stunning landscape endless activity hiking mountain trail diving crystal blue water	wont believe amount adventure trip tabuk diverse region filled stunning landscape endless activity hiking mountain trail diving crystal blue water	No_human	i060324VisitSaudi_img_0.png
fb2eb36c-1f53-4aa0-98fb-ef2f94e5ff34	The diverse topography of Saudi is one of the reasons it is such a unique destination. From desert dunes and rock formations to mountain treks and heritage villages, this is one destination for your bucket list!	a stone building with a bunch of stone steps leading up to it	a stone building with a bunch of stone steps leading up to it	No Error	en	not_analyzed	not_analyzed	not_analyzed	diverse topography saudi one reason unique destination desert dune rock formation mountain trek heritage village one destination bucket list	diverse topography saudi one reason unique destination desert dune rock formation mountain trek heritage village one destination bucket list	No_human	i060324VisitSaudi_img_1.png
42185d1e-0a96-4c84-a394-e10d0594a575	Is it the food, the culture, or the atmosphere that captivates you? Join the talented artists and excited attendees and tell us what you love most about Saudi with #ShareyourSaudi	a sign that is hanging on the side of a building	a text that is hanging on the side of a building	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	food culture atmosphere captivates join talented artist excited attendee tell u love saudi shareyoursaudi	food culture atmosphere captivates join talented artist excited attendee tell u love saudi shareyoursaudi	No_human	i060324VisitSaudi_img_2.png
4b8a4e75-a075-462c-9a5a-973a6101f3e9	For the perfect family break this winter season come and explore all that Diriyah has to offer. With its cultural activities and historical buildings, it is the ideal destination from which to get to know the history of Saudi.	a woman riding a bike with a child on it	two girls riding bikes	Recognition Error	en	sportive	art&entertainment	nature	perfect family break winter season come explore diriyah offer cultural activity historical building ideal destination get know history saudi	perfect family break winter season come explore diriyah offer cultural activity historical building ideal destination get know history saudi	female	i060324VisitSaudi_img_3.png
d371a9e3-1e84-4aaf-968a-89f98cba24c8	Throughout all of their adventures, Omar and Aya show just how warm the welcome is in Saudi, wherever you go and whatever you get up to!	people are riding horses on the beach	people are riding horses on the beach	No Error	en	not_analyzed	not_analyzed	not_analyzed	throughout adventure omar aya show warm welcome saudi wherever go whatever get	throughout adventure omar aya show warm welcome saudi wherever go whatever get	mixed	i060324VisitSaudi_img_4.png
a8208297-cb40-44fd-983b-6a3f42f3ed83	For a trip packed full with unforgettable memories choose AlUla - here you can stay in luxury hotels, visit ancient civilizations, explore modern marvels and stargaze under the clearest of skies!	two people walking on a beach with a surfboard	two people walking in the desert with a building	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	trip packed full unforgettable memory choose alula stay luxury hotel visit ancient civilization explore modern marvel stargaze clearest sky	trip packed full unforgettable memory choose alula stay luxury hotel visit ancient civilization explore modern marvel stargaze clearest sky	mixed	i060324VisitSaudi_img_5.png
a56f691c-16f2-41e7-a19b-a5abc531ba56	Push yourself to the max this winter season in Saudi! Try out some of our incredible desert dune adventures, from buggies to quad bikes and beyond!	a number of people riding on top of a dirt bike	a number of people riding quads in the desert	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	push max winter season saudi try incredible desert dune adventure buggy quad bike beyond	push max winter season saudi try incredible desert dune adventure buggy quad bike beyond	mixed	i060324VisitSaudi_img_6.png
4b647c27-d648-41f1-a49b-b410670b6366	Looking for the perfect day trip from Riyadh? This fantastic video by _anonymized_ shows just how much culture and wonder you can soak up on a visit to the heritage village of Ushaiger #VisitSaudi #Ushaiger #Riyadh #Heritage #CultureTrip	a woman standing in front of a brick building	a woman standing in front of a brick building	No Error	en	static_position	structures&buildings	culture	looking perfect day trip riyadh fantastic video josstylelifestyle show much culture wonder soak visit heritage village ushaiger visitsaudi ushaiger riyadh heritage culturetrip	looking perfect day trip riyadh fantastic video josstylelifestyle show much culture wonder soak visit heritage village ushaiger visitsaudi ushaiger riyadh heritage culturetrip	female	i060324VisitSaudi_img_7.png
8bef3a4b-9cee-4797-96b2-5b7a6ac4644b	Photo by Visit Saudi in Al-Balad, Jeddah. May be an image of 2 people, people smoking, headscarf, turban, bandanna and text.	a woman sitting on a couch with a cup of coffee	a man and a woman sitting on a couch with a cup of coffee	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	photo visit saudi albalad jeddah may image people people smoking headscarf turban bandanna text	photo visit saudi albalad jeddah may image people people smoking headscarf turban bandanna text	mixed	i060324VisitSaudi_img_8.png
4939146b-5f1f-4641-a580-05ca7abbec92	Sculpted over centuries, the natural landscape of Tabuk is a series of unique destinations and majestic rock formations.	a herd of animals standing on top of a lush green hillside	a steppe behind a lush green hillside	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	sculpted century natural landscape tabuk series unique destination majestic rock formation	sculpted century natural landscape tabuk series unique destination majestic rock formation	No_human	i060324VisitSaudi_img_9.png
2248e800-c595-46c4-a943-c33bbffe55b0	What an incredible mashup of all the best bits of AlUla - showing just how much there is to do and see in this magical destination!	a wall with graffiti on it	a wall with a text on it	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	incredible mashup best bit alula showing much see magical destination	incredible mashup best bit alula showing much see magical destination	No_human	i060324VisitSaudi_img_10.png
224c3a18-f57c-4a97-98c0-508894ddda3e	Supercharge your fun level this winter season with a trip to AlUla - it has everything you could want and more, from camping under the stars to adrenaline fueled dune tours, incredible natural wonders to rich cultural traditions.	a crowd of people standing around a fire hydrant	a crowd of people standing around a fire	Recognition Error	en	not_analyzed	not_analyzed	not_analyzed	supercharge fun level winter season trip alula everything could want camping star adrenaline fueled dune tour incredible natural wonder rich cultural tradition	supercharge fun level winter season trip alula everything could want camping star adrenaline fueled dune tour incredible natural wonder rich cultural tradition	mixed	i060324VisitSaudi_img_11.png
795036cb-a13e-409e-ae56-819619466af4	Looking for a warm and wave-filled winter break? Then you need to book a trip to Jeddah! Here you can soak up the sun, relax on the water and dive the untouched coral reefs of the Red Sea	a man is in the water with a frisbee	a man is in the water diving	Evaluation Error	en	sportive	nature&environment	nature	looking warm wavefilled winter break need book trip jeddah soak sun relax water dive untouched coral reef red sea	looking warm wavefilled winter break need book trip jeddah soak sun relax water dive untouched coral reef red sea	male	i060324VisitSaudi_img_12.png
ab63ba25-8080-4a0e-b9e4-83c743e12db6	Make the most of your winter vacation by exploring Diriyah, the birthplace of the Kingdom. There are so many surprising areas to discover, rich culture to experience and family-friendly activities to keep everyone entertained!	a woman walking in front of a stone wall	a woman walking in front of a stone wall	No Error	en	sportive	structures&buildings	culture	make winter vacation exploring diriyah birthplace kingdom many surprising area discover rich culture experience familyfriendly activity keep everyone entertained	make winter vacation exploring diriyah birthplace kingdom many surprising area discover rich culture experience familyfriendly activity keep everyone entertained	female	i060324VisitSaudi_img_13.png
78fd22d3-95bc-4b03-ac36-0387f00d4b0f	Photo by Visit Saudi in AlUla, Saudi Arabia. May be an image of balloon and text.	kites flying in the sky	hot-air balloons flying in the sky	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	photo visit saudi alula saudi arabia may image balloon text	photo visit saudi alula saudi arabia may image balloon text	No_human	i060324VisitSaudi_img_14.png
0b4a37d2-0105-416c-9f16-f55bc85527ba	The stunning landscape of the Abha mountains hides a plethora of natural treasures including some breath-taking waterfalls	a river with a bunch of rocks on top of it	a river with a bunch of rocks on top of it	No Error	en	not_analyzed	not_analyzed	not_analyzed	stunning landscape abha mountain hide plethora natural treasure including breathtaking waterfall	stunning landscape abha mountain hide plethora natural treasure including breathtaking waterfall	No_human	i060324VisitSaudi_img_15.png
a1836f58-78be-4507-8319-a61adf8b99e9	The untouched coral reefs of the Red Sea are a unique underwater world just waiting to be explored	a person standing on top of a pile of rocks	a diver in front of a pile of rocks in the sea	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	untouched coral reef red sea unique underwater world waiting explored	untouched coral reef red sea unique underwater world waiting explored	No_human	i060324VisitSaudi_img_16.png
f15c65bc-7939-4b39-89ae-4fad7359df11	The diverse landscape of Saudi means you can always find the perfect spot for camping in the winter, whether that is a Bedouin camp in the desert or stargazing in the mountains.	a woman sitting on top of a fire hydrant	a woman sitting on top of a fire	Recognition Error	en	static_position	nature&environment	nature	diverse landscape saudi mean always find perfect spot camping winter whether bedouin camp desert stargazing mountain	diverse landscape saudi mean always find perfect spot camping winter whether bedouin camp desert stargazing mountain	female	i060324VisitSaudi_img_17.png
b0575e3b-059f-443c-876c-8e05c544e11c	There is so much to do in Saudi this Winter season, especially in an amazing destination like AlUla. Filled with natural phenomena and endless desert adventures, you can design your dream trip to include everything from adrenaline pumping activities to stargazing camping sessions and beyond.	a woman standing on top of a stone wall	two woman standing on top of a stone wall	Recognition Error	en	static_position	structures&buildings	culture	much saudi winter season especially amazing destination like alula filled natural phenomenon endless desert adventure design dream trip include everything adrenaline pumping activity stargazing camping session beyond	much saudi winter season especially amazing destination like alula filled natural phenomenon endless desert adventure design dream trip include everything adrenaline pumping activity stargazing camping session beyond	female	i060324VisitSaudi_img_18.png
31536079-9aae-4473-9ce9-a7ac647b0008	Hiking is taken to new heights in the mountains of Aseer, with its unique landscape and incredible views	a man sitting on a rock looking at a mountain	a man sitting on a rock looking at a mountain	No Error	en	static_position	nature&environment	nature	hiking taken new height mountain aseer unique landscape incredible view	hiking taken new height mountain aseer unique landscape incredible view	male	i060324VisitSaudi_img_19.png
9a09c517-adeb-45f5-a3e4-01716ab97fb6	A brand new world of possibilities suspended over the ocean floor just off the Saudi coastline. Welcome to a new era in entertainment. Welcome to The Rig.	a large body of water with a large ship in the distance	a large body of water with a large ship in the distance	No Error	en	not_analyzed	not_analyzed	not_analyzed	brand new world possibility suspended ocean floor saudi coastline welcome new era entertainment welcome rig	brand new world possibility suspended ocean floor saudi coastline welcome new era entertainment welcome rig	No_human	i060324VisitSaudi_img_20.png
e3dc9d19-0c9d-4c2d-8976-9915b39d761d	Camping in the deserts of Saudi is a truly serene and transcendent experience - with unforgettable landscapes and unique adventures	a tent on the ground in the desert	a tent on the ground in the desert	No Error	en	not_analyzed	not_analyzed	not_analyzed	camping desert saudi truly serene transcendent experience unforgettable landscape unique adventure	camping desert saudi truly serene transcendent experience unforgettable landscape unique adventure	No_human	i060324VisitSaudi_img_21.png
